Gene Symbol,organ
FAM166A,Male tissue
SMTNL2,Heart and skeletal muscle
FLJ42461,Heart and skeletal muscle
PRKAR1B,Brain
LRRIQ4,Male tissue
LRRC64,Male tissue
BSPH1,Male tissue
BSP1,Male tissue
ELSPBP2,Male tissue
SLC38A3,Liver
G17,Liver
SN1,Liver
FOCAD,Brain
FLJ20375,Brain
KIAA1797,Brain
PRR19,Male tissue
MGC70924,Male tissue
PPP3R2,Male tissue
PPP3RL,Male tissue
CLEC2A,Skin
INPE5792,Skin
KACL,Skin
PILAR,Skin
UNQ5792,Skin
MAGEB5,Male tissue
CT3.3,Male tissue
MAGE-B5,Male tissue
NANOS2,Male tissue
NOS2,Male tissue
ZC2HC12B,Male tissue
SLC24A5,Eye
JSX,Eye
OCA6,Eye
H2AFX,Blood and immune system
H2AX,Blood and immune system
NKAIN2,Brain
FAM77B,Brain
TCBA1,Brain
KRTAP1-1,Skin
HB2A,Skin
KAP1.1,Skin
KAP1.1A,Skin
KAP1.1B,Skin
ASAH2,GI-tract
IGFL3,Skin
UNQ483,Skin
RNASE9,Male tissue
h461,Male tissue
RAK1,Male tissue
RHCE,Blood and immune system
CD240CE,Blood and immune system
RH,Blood and immune system
C2orf80,Brain
GONDA1,Brain
LOC389073,Brain
SLC4A5,Eye
NBC4,Eye
KRTAP24-1,Skin
KAP24.1,Skin
DUPD1,Heart and skeletal muscle
DUSP27,Heart and skeletal muscle
FSIP2,Male tissue
FLJ34780,Male tissue
BCL2L15,GI-tract
Bfk,GI-tract
C1orf178,GI-tract
FLJ22588,GI-tract
OPTC,Eye
SKOR1,Brain
CORL1,Brain
FUSSEL15,Brain
LBXCOR1,Brain
CATSPER4,Male tissue
TMCO2,Male tissue
dJ39G22.2,Male tissue
ENTPD8,GI-tract
NTPDase-8,GI-tract
UNQ2492,GI-tract
BEND4,Male tissue
CCDC4,Male tissue
FLJ35632,Male tissue
FLJ43965,Male tissue
TMC3,Endocrine tissue
NYX,Eye
CLRP,Eye
CSNB1,Eye
CSNB1A,Eye
CSNB4,Eye
LIPI,Male tissue
CT17,Male tissue
LPDL,Male tissue
mPA-PLA1beta,Male tissue
PLA1C,Male tissue
PRED5,Male tissue
LRRC66,GI-tract
MAGEB16,Male tissue
DUSP21,Male tissue
CGB5,Female tissue
HCG,Female tissue
FAM111B,Blood and immune system
CANP,Blood and immune system
APOD,Female tissue
GAGE2A,Male tissue
CT4.2,Male tissue
GAGE2,Male tissue
FAM25G,Skin
bA301J7.4,Skin
ANKRD34B,Brain
DP58,Brain
FAM47B,Male tissue
FLJ35782,Male tissue
FSCB,Male tissue
C14orf155,Male tissue
DKFZP434F1017,Male tissue
KRTAP10-12,Skin
KAP10.12,Skin
KRTAP18-12,Skin
KRTAP18.12,Skin
OR14I1,Brain
OR5BU1,Brain
OR5BU1P,Brain
KRT77,Skin
KRT1B,Skin
DCAF8L2,Male tissue
WDR42C,Male tissue
BTBD8,Brain
SPANXN3,Male tissue
CT11.8,Male tissue
SPANX-N3,Male tissue
DRICH1,Male tissue
C22orf43,Male tissue
FOXR2,Male tissue
FOXN6,Male tissue
MGC21658,Male tissue
C6orf222,GI-tract
DKFZp779B1540,GI-tract
SPANXN4,Male tissue
CT11.9,Male tissue
SPANX-N4,Male tissue
SPATA31D4,Male tissue
FAM75D4,Male tissue
FLJ43859,Male tissue
TBC1D28,Male tissue
FLJ40244,Male tissue
MYBPC1,Heart and skeletal muscle
MYT1,Brain
MTF1,Brain
MYTI,Brain
NZF2,Brain
PLPB1,Brain
ZC2H2C1,Brain
ZC2HC4A,Brain
SERPINA3,Liver
AACT,Liver
ACT,Liver
KRTAP4-3,Skin
KAP4.3,Skin
OR10J1,Male tissue
HGMP07J,Male tissue
HSHGMP07J,Male tissue
RYR1,Heart and skeletal muscle
CCO,Heart and skeletal muscle
MHS,Heart and skeletal muscle
MHS1,Heart and skeletal muscle
PPP1R137,Heart and skeletal muscle
RYR,Heart and skeletal muscle
KRTAP5-3,Skin
KRTAP5-9,Skin
KRTAP5.3,Skin
SULT1C3,Female tissue
OR2T2,Kidney
OR2T2P,Kidney
SFTA2,Lung
SFTPG,Lung
STK31,Male tissue
SgK396,Male tissue
TDRD8,Male tissue
ELAVL3,Brain
DKFZp547J036,Brain
HUC,Brain
HUCL,Brain
MGC20653,Brain
PLE21,Brain
FUT4,Blood and immune system
CD15,Blood and immune system
ELFT,Blood and immune system
FCT3A,Blood and immune system
FUC-TIV,Blood and immune system
SLC35F1,Brain
C6orf169,Brain
dJ230I3.1,Brain
INCA1,Male tissue
SPANXD,Male tissue
CT11.4,Male tissue
SPANXE,Male tissue
PRTN3,Blood and immune system
ACPA,Blood and immune system
AGP7,Blood and immune system
C-ANCA,Blood and immune system
MBT,Blood and immune system
P29,Blood and immune system
PR-3,Blood and immune system
ZNF777,Female tissue
KIAA1285,Female tissue
GK2,Male tissue
GKP2,Male tissue
GKTA,Male tissue
MYO18A,Heart and skeletal muscle
KIAA0216,Heart and skeletal muscle
MysPDZ,Heart and skeletal muscle
CCDC196,Male tissue
C14orf53,Male tissue
LINC00238,Male tissue
NCRNA00238,Male tissue
HBG2,Female tissue
HBG-T1,Female tissue
PFN3,Male tissue
MBD3L2B,Male tissue
SLC22A25,Liver
HIMTP,Liver
MGC120420,Liver
UST6,Liver
POTEF,Male tissue
A26C1B,Male tissue
POTE2alpha,Male tissue
POTEACTIN,Male tissue
SLC30A10,Liver
DKFZp547M236,Liver
ZnT-10,Liver
ZNT8,Liver
ZRC1,Liver
LCE1B,Skin
LEP2,Skin
SPRL2A,Skin
HIST1H2AI,Blood and immune system
H2A/c,Blood and immune system
H2AFC,Blood and immune system
CLPSL2,Male tissue
C6orf126,Male tissue
dJ510O8.5,Male tissue
UNQ3045,Male tissue
POU3F4,Brain
BRN4,Brain
DFN3,Brain
DFNX2,Brain
OTF9,Brain
HIST1H2AG,Blood and immune system
H2A.1b,Blood and immune system
H2A/p,Blood and immune system
H2AFP,Blood and immune system
pH2A/f,Blood and immune system
OR11G2,Blood and immune system
KRT39,Skin
KA35,Skin
TOMM20L,Male tissue
UNQ9438,Male tissue
RGPD4,Male tissue
DKFZp686P0288,Male tissue
RGP4,Male tissue
HIST1H2AD,Blood and immune system
H2A.3,Blood and immune system
H2A/g,Blood and immune system
H2AFG,Blood and immune system
HIST3H2BB,Blood and immune system
TEX43,Male tissue
C5orf48,Male tissue
FLJ27505,Male tissue
MGC163367,Male tissue
MGC163369,Male tissue
Tseg7,Male tissue
TMEM26,Blood and immune system
Em:AC068892.1,Blood and immune system
MGC35010,Blood and immune system
CASP4,Blood and immune system
ICE(rel)II,Blood and immune system
ICH-2,Blood and immune system
TX,Blood and immune system
FAM163B,Brain
C9orf166,Brain
NPIPB9,Male tissue
KRT35,Skin
Ha-5,Skin
KRTHA5,Skin
LCE1C,Skin
LEP3,Skin
SLC6A17,Brain
ZNF679,Male tissue
MGC42415,Male tissue
ADAM32,Male tissue
ACSL5,GI-tract
ACS2,GI-tract
ACS5,GI-tract
FACL5,GI-tract
HIST1H3J,Blood and immune system
H3/j,Blood and immune system
H3FJ,Blood and immune system
MAGEA6,Male tissue
CT1.6,Male tissue
MAGE-3b,Male tissue
MAGE3B,Male tissue
MAGE6,Male tissue
PIWIL2,Male tissue
CT80,Male tissue
FLJ10351,Male tissue
HILI,Male tissue
Mili,Male tissue
CYSRT1,
C9orf169,
MGC59937,
SLC2A7,GI-tract
GLUT7,GI-tract
SERPINA1,Liver
A1A,Liver
A1AT,Liver
AAT,Liver
alpha-1-antitrypsin,Liver
alpha1AT,Liver
PI,Liver
PI1,Liver
GUCA2A,GI-tract
GUCA2,GI-tract
STARA,GI-tract
FITM2,Heart and skeletal muscle
C20orf142,Heart and skeletal muscle
dJ881L22.2,Heart and skeletal muscle
FIT2,Heart and skeletal muscle
BLM,Blood and immune system
BS,Blood and immune system
RECQ2,Blood and immune system
RECQL3,Blood and immune system
OR10D3,Male tissue
HTPCRX09,Male tissue
OR10D3P,Male tissue
S100A7L2,Male tissue
s100a7b,Male tissue
CYP2B6,Liver
CPB6,Liver
CYP2B,Liver
CYPIIB6,Liver
HIST1H3D,Blood and immune system
H3/b,Blood and immune system
H3FB,Blood and immune system
OPALIN,Brain
HTMP10,Brain
TMEM10,Brain
TMP10,Brain
STMN3,Brain
SCLIP,Brain
MIB2,Heart and skeletal muscle
FLJ39787,Heart and skeletal muscle
skeletrophin,Heart and skeletal muscle
ZZANK1,Heart and skeletal muscle
ZZZ5,Heart and skeletal muscle
ELANE,Blood and immune system
ELA2,Blood and immune system
HLE,Blood and immune system
HNE,Blood and immune system
NE,Blood and immune system
MYH6,Heart and skeletal muscle
CCER1,Male tissue
C12orf12,Male tissue
MGC26598,Male tissue
SLC22A24,Kidney
MGC34821,Kidney
NET46,Kidney
STPG3,Male tissue
C9orf173,Male tissue
FLJ40246,Male tissue
CCDC180,Male tissue
BDAG1,Male tissue
C9orf174,Male tissue
DKFZp434I2420,Male tissue
KIAA1529,Male tissue
CYP2A13,Liver
CPAD,Liver
CYP2A,Liver
OR8G1,Male tissue
HSTPCR25,Male tissue
OR8G1P,Male tissue
TPCR25,Male tissue
PRB3,
PRG,
SLC22A12,Kidney
OAT4L,Kidney
RST,Kidney
URAT1,Kidney
SLC22A6,Kidney
OAT1,Kidney
PAHT,Kidney
ROAT1,Kidney
HIST1H2BK,Blood and immune system
H2BFAiii,Blood and immune system
H2BFT,Blood and immune system
MBP,Brain
SPANXA1,Male tissue
CT11.1,Male tissue
NAP-X,Male tissue
SPAN-Xa,Male tissue
SPAN-Xb,Male tissue
SPANX,Male tissue
ZNF560,Male tissue
FLJ31986,Male tissue
TUBA3C,Male tissue
bA408E5.3,Male tissue
TUBA2,Male tissue
AVPR1B,Endocrine tissue
AVPR3,Endocrine tissue
CYP2A7,Liver
KRTAP9-9,Skin
KAP9.5,Skin
KAP9.9,Skin
KRTAP9-5,Skin
KRTAP4-6,Skin
KAP4.15,Skin
KAP4.6,Skin
KRTAP4-15,Skin
ADH4,Liver
ADH-2,Liver
DEFB107B,Male tissue
HsT21816,Male tissue
NPIPB6,Male tissue
MAN1A2,Female tissue
MAN1B,Female tissue
FAM47C,Male tissue
CLEC4C,Blood and immune system
BDCA2,Blood and immune system
CD303,Blood and immune system
CLECSF11,Blood and immune system
CLECSF7,Blood and immune system
DLEC,Blood and immune system
HECL,Blood and immune system
CACNA1E,Brain
BII,Brain
CACH6,Brain
CACNL1A6,Brain
Cav2.3,Brain
KRTAP4-5,Skin
KAP4.5,Skin
TMEM239,Male tissue
MYL4,Heart and skeletal muscle
ALC1,Heart and skeletal muscle
AMLC,Heart and skeletal muscle
GT1,Heart and skeletal muscle
PRO1957,Heart and skeletal muscle
TMEM207,Kidney
KRTAP4-1,Skin
KAP4.1,Skin
KAP4.10,Skin
KRTAP4-10,Skin
CCT8L2,Male tissue
CESK1,Male tissue
PLN,Heart and skeletal muscle
CMD1P,Heart and skeletal muscle
PLB,Heart and skeletal muscle
SPANXC,Male tissue
CT11.3,Male tissue
CTp11,Male tissue
SH2D1B,Blood and immune system
EAT2,Blood and immune system
ZNF536,Brain
KIAA0390,Brain
AKR1C4,Liver
3-alpha-HSD,Liver
C11,Liver
CDR,Liver
CHDR,Liver
DD4,Liver
HAKRA,Liver
MGC22581,Liver
RYR2,Heart and skeletal muscle
ARVC2,Heart and skeletal muscle
ARVD2,Heart and skeletal muscle
VTSIP,Heart and skeletal muscle
TAT,Liver
LPA,Liver
LP,Liver
Lp(a),Liver
MAGEA1,Male tissue
CT1.1,Male tissue
MAGE1,Male tissue
MGC9326,Male tissue
ABCA4,Eye
ABCR,Eye
ARMD2,Eye
CORD3,Eye
FFM,Eye
RP19,Eye
STGD,Eye
STGD1,Eye
GPX6,Male tissue
GPXP3,Male tissue
TEX45,Male tissue
C19orf45,Male tissue
FLJ35784,Male tissue
OXCT2,Male tissue
FKSG25,Male tissue
FLJ00030,Male tissue
SCOT-T,Male tissue
EGFL6,Female tissue
MAEG,Female tissue
SYCP1,Male tissue
CT8,Male tissue
HOM-TES-14,Male tissue
SCP1,Male tissue
GRIN3A,Brain
GluN3A,Brain
MUC2,GI-tract
LRRC10,Heart and skeletal muscle
HRLRRP,Heart and skeletal muscle
LRRC10A,Heart and skeletal muscle
GRM3,Brain
GPRC1C,Brain
mGlu3,Brain
MGLUR3,Brain
GJC2,Brain
CX46.6,Brain
CX47,Brain
GJA12,Brain
SPG44,Brain
TOX,Blood and immune system
KIAA0808,Blood and immune system
TOX1,Blood and immune system
CES1,Liver
CEH,Liver
CES1A1,Liver
CES1A2,Liver
CES2,Liver
HMSE,Liver
HMSE1,Liver
SES1,Liver
CD3E,Blood and immune system
C1orf68,Skin
LEP7,Skin
XP32,Skin
STKLD1,Male tissue
C9orf96,Male tissue
MGC43306,Male tissue
SGK071,Male tissue
SHISA4,Heart and skeletal muscle
C1orf40,Heart and skeletal muscle
hShisa4,Heart and skeletal muscle
TMEM58,Heart and skeletal muscle
OR10Z1,Blood and immune system
TCP10,Male tissue
TEDDM1,Male tissue
EDDM9,Male tissue
Epdd1,Male tissue
HE9,Male tissue
TMEM45C,Male tissue
GPR52,Brain
FAM229B,Male tissue
C6orf225,Male tissue
DKFZp586F0922,Male tissue
LOC619208,Male tissue
LOR,Skin
LELP1,Male tissue
KPRP,Skin
C1orf45,Skin
FAM24A,Male tissue
AC073585.4,Male tissue
HIST2H2BF,Blood and immune system
HIST2H3A,Blood and immune system
H3/n,Blood and immune system
H3/o,Blood and immune system
HSD3B1,Female tissue
HSD3B,Female tissue
HSDB3,Female tissue
SDR11E1,Female tissue
HSD3B2,Endocrine tissue
SDR11E2,Endocrine tissue
SMIM9,Male tissue
CXorf68,Male tissue
C6orf163,Male tissue
GDI1,Brain
FLJ41411,Brain
GDIL,Brain
MRX41,Brain
MRX48,Brain
OPHN2,Brain
RABGDIA,Brain
XAP-4,Brain
C1orf146,Male tissue
SPANXN1,Male tissue
CT11.6,Male tissue
SPANX-N1,Male tissue
SPANXA2,Male tissue
CXorf66,Male tissue
RP11-35F15.2,Male tissue
SGPX,Male tissue
C10orf62,Male tissue
bA548K23.1,Male tissue
DEFB110,Male tissue
DEFB-10,Male tissue
DEFB-11,Male tissue
DEFB111,Male tissue
LCN8,Male tissue
LCN5,Male tissue
C1orf185,Male tissue
FLJ27485,Male tissue
GLT6D1,Male tissue
GLTDC1,Male tissue
CT83,Male tissue
CXorf61,Male tissue
FLJ20611,Male tissue
FLJ22913,Male tissue
KK-LC-1,Male tissue
LIPK,Skin
bA186O14.2,Skin
LIPL2,Skin
LIPJ,Male tissue
bA425M17.2,Male tissue
LIPL1,Male tissue
TRPC5OS,Male tissue
TRPC5-AS1,Male tissue
CXorf65,Male tissue
TXNDC8,Male tissue
bA427L11.2,Male tissue
SPTRX-3,Male tissue
TRX6,Male tissue
OR13C3,Male tissue
COL11A2,Endocrine tissue
DFNA13,Endocrine tissue
DFNB53,Endocrine tissue
HKE5,Endocrine tissue
TMEM235,Brain
PAGE3,Male tissue
CT16.6,Male tissue
GAGED1,Male tissue
PAGE-3,Male tissue
C6orf10,Male tissue
TSBP,Male tissue
TMEM225,Male tissue
PMP22CD,Male tissue
PPP1R154,Male tissue
SPATA47,Male tissue
AGER,Lung
RAGE,Lung
SCARJ1,Lung
PJVK,Male tissue
DFNB59,Male tissue
PRRT1,Brain
C6orf31,Brain
IFITMD7,Brain
NG5,Brain
ERICH2,Male tissue
BTBD17,Brain
BTBD17A,Brain
LGALS3BPL,Brain
TANGO10A,Brain
SPANXN5,Male tissue
CT11.10,Male tissue
SPANX-N5,Male tissue
XAGE1A,Male tissue
CT12.1a,Male tissue
GAGED2,Male tissue
XAGE-1,Male tissue
XAGE1,Male tissue
XAGE1B,Male tissue
CT12.1b,Male tissue
APOM,Liver
G3a,Liver
NG20,Liver
PRAMEF15,Liver
MCCD1,Kidney
CCHCR1,Male tissue
C6orf18,Male tissue
HCR,Male tissue
PSORS1C1,Male tissue
C6orf16,Male tissue
SEEK1,Male tissue
DEFB121,Male tissue
DEFB-21,Male tissue
KRTAP5-6,Skin
KRTAP5.11,Skin
LRCOL1,Male tissue
HLA-G,Female tissue
MOG,Brain
BTN6,Brain
BTNL11,Brain
CBY3,Male tissue
C9orf57,Male tissue
IL31,Male tissue
IL-31,Male tissue
OR2H1,Male tissue
OR2H6,Male tissue
OR2H8,Male tissue
OR6-2,Male tissue
OR2W1,Male tissue
hs6M1-15,Male tissue
MALRD1,GI-tract
bA265G8.2,GI-tract
C10orf112,GI-tract
Diet1,GI-tract
SPATA31A1,Male tissue
C9orf36,Male tissue
C9orf36A,Male tissue
DKFZP434B204,Male tissue
FAM75A1,Male tissue
FAM75A2,Male tissue
SPATA31A2,Male tissue
KRTAP9-3,Skin
KAP9.3,Skin
KRTAP4-8,Skin
KAP4.8,Skin
KRTAP1-4,Skin
KAP1.4,Skin
KRT25,Skin
KRT25A,Skin
SPINK9,
PRR20B,Male tissue
PRR20A,Male tissue
FLJ40296,Male tissue
PRR20,Male tissue
PSG5,Female tissue
FL-NCA-3,Female tissue
PSG,Female tissue
PCDHA5,Brain
CNR6,Brain
CNRN6,Brain
CNRS6,Brain
CRNR6,Brain
PCDH-ALPHA5,Brain
ERICH4,GI-tract
C19orf69,GI-tract
LOC100170765,GI-tract
MS4A13,Male tissue
PRSS1,Pancreas
TRY1,Pancreas
PKHD1L1,Endocrine tissue
FAM71F2,Male tissue
FAM137B,Male tissue
FAM205A,Male tissue
C9orf144B,Male tissue
TMEM88B,Brain
ARID3C,Liver
FABP9,Skin
PERF,Skin
PERF15,Skin
T-FABP,Skin
MUC12,GI-tract
MUC11,GI-tract
MGAT4D,Male tissue
GnT1IP,Male tissue
SLCO6A1,Male tissue
CT48,Male tissue
MGC26949,Male tissue
OATP6A1,Male tissue
OATPY,Male tissue
IZUMO3,Male tissue
bA20A20.1,Male tissue
C9orf134,Male tissue
KRTAP10-2,Skin
KAP10.2,Skin
KAP18.2,Skin
KRTAP18-2,Skin
C2CD4B,Pancreas
FAM148B,Pancreas
NLF2,Pancreas
TMSB4X,Blood and immune system
TB4X,Blood and immune system
TMSB4,Blood and immune system
MUC19,
FLJ35746,
VCX3B,Male tissue
VCX-C,Male tissue
HTN3,
HIS2,
TECRL,Heart and skeletal muscle
DKFZp313B2333,Heart and skeletal muscle
DKFZp313D0829,Heart and skeletal muscle
GPSN2L,Heart and skeletal muscle
SRD5A2L2,Heart and skeletal muscle
TERL,Heart and skeletal muscle
MBD3L4,Male tissue
SLCO1B7,Female tissue
LST3,Female tissue
SLC21A21,Female tissue
GAGE1,Male tissue
CT4.1,Male tissue
ARRDC5,Male tissue
CYS1,Kidney
C16orf96,Male tissue
LRRC72,Male tissue
DEFB134,Male tissue
DEFB135,Male tissue
BHLHA9,Brain
BHLHF42,Brain
OLIG2,Brain
BHLHB1,Brain
bHLHe19,Brain
OLIGO2,Brain
PRKCBP2,Brain
RACK17,Brain
IFITM5,Pancreas
BRIL,Pancreas
fragilis4,Pancreas
Hrmp1,Pancreas
SMIM21,Male tissue
C18orf62,Male tissue
C18orf63,Male tissue
DKFZP781G0119,Male tissue
DEFA1,Blood and immune system
DEF1,Blood and immune system
DEFA2,Blood and immune system
HNP-1,Blood and immune system
MRS,Blood and immune system
KRTAP20-4,Male tissue
KAP20.4,Male tissue
RNASE13,Male tissue
RAL1,Male tissue
HBA1,Blood and immune system
HBA-T3,Blood and immune system
ELOA2,Male tissue
HsT832,Male tissue
TCEB3B,Male tissue
TCEB3L,Male tissue
TSSK2,Male tissue
FLJ38613,Male tissue
SPOGA2,Male tissue
STK22B,Male tissue
PRR23A,Male tissue
LRRC30,Heart and skeletal muscle
VGLL3,Female tissue
VGL-3,Female tissue
TSSK1B,Male tissue
FKSG81,Male tissue
SPOGA4,Male tissue
STK22D,Male tissue
TSSK1,Male tissue
PRR22,Male tissue
MGC24975,Male tissue
KRTAP16-1,Skin
KAP16.1,Skin
KRTAP9-6,Skin
KAP9.6,Skin
KRTAP9L2,Skin
CTAGE1,Male tissue
CT21.1,Male tissue
CT21.2,Male tissue
CTAGE,Male tissue
cTAGE-1,Male tissue
cTAGE-2,Male tissue
C17orf51,Brain
FLJ12977,Brain
FLJ31874,Brain
FLJ33618,Brain
KRTAP4-11,Skin
KAP4.11,Skin
KAP4.14,Skin
KRTAP4-14,Skin
KRTAP4-9,Skin
KAP4.9,Skin
KRTAP2-3,Skin
KAP2.3,Skin
KRTAP2-1,Skin
KAP2.1A,Skin
KRTAP3-1,Skin
KAP3.1,Skin
KRTAP10-3,Skin
KAP10.3,Skin
KAP18.3,Skin
KRTAP18-3,Skin
KLK9,
KLK-L3,
SYT3,Brain
SPHAR,Brain
CCDC183,Male tissue
bA216L13.7,Male tissue
KIAA1984,Male tissue
MGC15438,Male tissue
CSH2,Female tissue
CS-2,Female tissue
CSB,Female tissue
hCS-B,Female tissue
TSGA13,Male tissue
KRTAP4-12,Skin
KAP4.12,Skin
KRTAP2-4,Skin
KAP2.4,Skin
TTLL13P,Male tissue
FLJ46079,Male tissue
MGC33417,Male tissue
TTLL13,Male tissue
GBP7,Liver
FLJ38822,Liver
GBP4L,Liver
FAM209B,Male tissue
C20orf107,Male tissue
dJ1153D9.4,Male tissue
UGT2B11,Female tissue
ATP6V1G2,Brain
ATP6G,Brain
ATP6G2,Brain
Em:AC004181.3,Brain
NG38,Brain
Vma10,Brain
CEACAM18,GI-tract
CCL27,Skin
ALP,Skin
CTACK,Skin
CTAK,Skin
ESkine,Skin
ILC,Skin
PESKY,Skin
SCYA27,Skin
skinkine,Skin
HBG1,Female tissue
HBG-T2,Female tissue
TM6SF2,GI-tract
Lpr4,GI-tract
MEF2B,Blood and immune system
RSRFR2,Blood and immune system
MAGEB1,Male tissue
CT3.1,Male tissue
DAM10,Male tissue
MAGE-Xp,Male tissue
MAGEL1,Male tissue
MGC9322,Male tissue
PRCD,Eye
RP36,Eye
IQCJ,Brain
ANG,Liver
RAA1,Liver
RNASE5,Liver
C3orf56,Male tissue
FLJ40141,Male tissue
EFCAB9,Male tissue
GNAT3,GI-tract
GDCA,GI-tract
gustducin,GI-tract
KRTAP2-2,Skin
KAP2.2,Skin
DEFB113,Male tissue
DEFB-13,Male tissue
DEFB133,Male tissue
IQCF5,Male tissue
IQCF6,Male tissue
ARHGEF33,Brain
AL096814.1,Male tissue
FER1L6,GI-tract
C8ORFK23,GI-tract
CDRT15L2,Male tissue
RAD51AP2,Male tissue
FLJ17540,Male tissue
DCDC2C,Male tissue
SMTNL1,Heart and skeletal muscle
CHASM,Heart and skeletal muscle
SPATA31D1,Male tissue
FAM75D1,Male tissue
FLJ46321,Male tissue
TBC1D26,Male tissue
MGC51025,Male tissue
GRID2IP,Brain
CXorf49B,Male tissue
CXorf49,Male tissue
C16orf90,Male tissue
LOC646174,Male tissue
GRXCR1,Male tissue
DFNB25,Male tissue
PPP1R88,Male tissue
KCNU1,Male tissue
KCa5.1,Male tissue
Kcnma3,Male tissue
KCNMC1,Male tissue
Slo3,Male tissue
ZNF705D,Male tissue
ZNF705B,Male tissue
KRTAP10-4,Skin
KAP10.4,Skin
KRTAP18-4,Skin
KRTAP18.4,Skin
KRTAP10-1,Skin
KAP10.1,Skin
KAP18.1,Skin
KRTAP18-1,Skin
EFCAB8,Male tissue
DEFB115,Male tissue
DEFB-15,Male tissue
GAB4,Male tissue
GCGR,Liver
GGR,Liver
CELA2B,Pancreas
ELA2B,Pancreas
RP11-265F14.2,Pancreas
ZC3H11B,Male tissue
ZC3HDC11B,Male tissue
LACTBL1,Male tissue
C1orf167,Male tissue
DKFZp434E1410,Male tissue
RP11-56N19.2,Male tissue
GAGE12E,Male tissue
CCDC7,Male tissue
BIOT2,Male tissue
C10orf68,Male tissue
FLJ13031,Male tissue
FLJ32762,Male tissue
SYCE3,Male tissue
C22orf41,Male tissue
TDRD15,Male tissue
PAPOLB,Male tissue
PAPT,Male tissue
CELA3B,Pancreas
CBPP,Pancreas
ELA3B,Pancreas
CATSPERZ,Male tissue
C11orf20,Male tissue
DKFZP566E164,Male tissue
TEX40,Male tissue
PSG3,Female tissue
KRTAP10-9,Skin
KAP10.9,Skin
KAP18.9,Skin
KRTAP18-9,Skin
C2orf16,Male tissue
DKFZp434G118,Male tissue
KRTAP1-5,Skin
KAP1.5,Skin
KRTAP10-10,Skin
KAP10.10,Skin
KAP18.10,Skin
KRTAP18-10,Skin
KRTAP12-2,Skin
KAP12.2,Skin
KRTAP12.2,Skin
MAGEA3,Male tissue
CT1.3,Male tissue
HIP8,Male tissue
HYPD,Male tissue
MAGE3,Male tissue
MGC14613,Male tissue
PSG7,Female tissue
KRTAP1-3,Skin
KAP1.3,Skin
HMSD,Brain
ACC-6,Brain
ACC6,Brain
C18orf53,Brain
NPTXR,Brain
POM121L12,Male tissue
DKFZp564N2472,Male tissue
HEPN1,Brain
MYBPHL,Heart and skeletal muscle
PSMB11,Blood and immune system
beta5t,Blood and immune system
C10orf55,Male tissue
bA417O11.3,Male tissue
TRIM49D1,Blood and immune system
TRIM49D,Blood and immune system
TRIM49D1P,Blood and immune system
TRIM49DP,Blood and immune system
EBLN1,Male tissue
HBD,Blood and immune system
CERS1,Brain
LAG1,Brain
LASS1,Brain
UOG1,Brain
CT47A10,Male tissue
CT47.10,Male tissue
ETDB,Male tissue
LINC00633,Male tissue
GPX5,Male tissue
GAGE12J,Male tissue
GAGE11,Male tissue
GAGE12H,Male tissue
APOC4-APOC2,Liver
PRRT4,Blood and immune system
PPP4R3C,Male tissue
FLFL3P,Male tissue
FLJ32867,Male tissue
PPP4R3CP,Male tissue
SMEK3P,Male tissue
smk1,Male tissue
TMEM233,Heart and skeletal muscle
IFITMD2,Heart and skeletal muscle
CT62,Male tissue
DEFB131B,Male tissue
FAM229A,Male tissue
CT47A6,Male tissue
CT47.6,Male tissue
TEX22,Male tissue
DCAF8L1,Male tissue
WDR42B,Male tissue
AC138647.1,Male tissue
CT47A9,Male tissue
CT47.9,Male tissue
KIF4B,Male tissue
CT47A12,Male tissue
CT47.12,Male tissue
SRRM5,Male tissue
C13orf42,Male tissue
LINC00371,Male tissue
CT47A11,Male tissue
CT47.11,Male tissue
RBMY1J,Male tissue
LTA,Blood and immune system
LT,Blood and immune system
TNFB,Blood and immune system
TNFSF1,Blood and immune system
ANHX,Male tissue
PRR20D,Male tissue
SPANXB1,Male tissue
CT11.2,Male tissue
SPANXB2,Male tissue
SPANXF1,Male tissue
SPANXF2,Male tissue
GAGE12D,Male tissue
RD3L,Heart and skeletal muscle
TDRD9-AS1,Heart and skeletal muscle
TDRD9AS1,Heart and skeletal muscle
TEX46,Male tissue
C1orf234,Male tissue
BOD1L2,Male tissue
BOD1P,Male tissue
FAM44C,Male tissue
MGC33608,Male tissue
ORM2,Liver
AGP-B,Liver
AGP-B',Liver
AGP2,Liver
C2orf92,Male tissue
LINC01125,Male tissue
CT47A7,Male tissue
CT47.7,Male tissue
PROB1,Heart and skeletal muscle
C5orf65,Heart and skeletal muscle
CT45A5,Male tissue
CT45-5,Male tissue
CT45.5,Male tissue
TSPY3,Male tissue
CT78,Male tissue
PGA4,GI-tract
ORM1,Liver
SPINK8,Female tissue
TSPY8,Male tissue
PRR20C,Male tissue
PGA3,GI-tract
GK3P,Male tissue
GKP3,Male tissue
GKTB,Male tissue
PRPS1L1,Male tissue
PRPS3,Male tissue
PRPSL,Male tissue
IQCF3,Male tissue
POTEB2,Male tissue
TEX53,Male tissue
SSU72P8,Male tissue
CT47A8,Male tissue
CT47.8,Male tissue
CCDC192,Male tissue
LINC01183,Male tissue
CT47A4,Male tissue
CT47.4,Male tissue
TEX48,Male tissue
AC011005.1,Male tissue
